City_ID,City,CurrentDescription,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
356,Pirovskoye,overcast clouds,57.6267,92.2658,46.98,70,100,5.26
357,Inuvik,light intensity shower rain,68.3499,-133.7218,40.06,84,90,1.14
358,Doka,scattered clouds,13.5167,35.7667,77.77,75,43,1.63
359,Pimentel,clear sky,-6.8367,-79.9342,70.09,64,0,11.5
360,Cradock,broken clouds,-32.1642,25.6192,68.34,14,83,7.83
361,Tarancon,clear sky,40.0085,-3.0073,76.46,22,4,5.61
362,Prince Rupert,light rain,54.3161,-130.3201,51.89,96,90,5.75
363,Warri,light rain,5.5167,5.75,80.64,78,100,6.6
364,Fuerte Olimpo,broken clouds,-21.0415,-57.8738,110.05,10,53,11.27
365,Sembakung,overcast clouds,3.8167,117.25,72.32,98,100,0.56
366,Bonawon,moderate rain,9.134,122.9193,79.7,79,100,5.84
367,Nhulunbuy,overcast clouds,-12.2333,136.7667,72.21,78,92,4.61
368,Kuito,light rain,-12.3833,16.9333,65.57,72,85,9.91
369,Curup,overcast clouds,-3.4667,102.5333,66.83,98,95,0.74
370,Khotyn,overcast clouds,48.4833,26.5,50.22,82,100,14.65
371,Port Hardy,light rain,50.6996,-127.4199,50.18,100,75,0.0
372,Mazara Del Vallo,clear sky,37.6641,12.588,81.0,75,0,12.37
373,Shimoda,scattered clouds,34.6667,138.95,69.82,67,34,14.47
374,Maues,scattered clouds,-3.3836,-57.7186,93.25,42,28,3.4
375,Cairns,overcast clouds,-16.9167,145.7667,71.55,73,90,5.75
376,Cherskiy,few clouds,68.75,161.3,24.37,77,16,6.93
377,Yongan,overcast clouds,39.6957,113.6871,53.91,94,100,4.16
378,Central Point,broken clouds,42.376,-122.9164,59.14,90,75,1.01
379,Teahupoo,light rain,-17.8333,-149.2667,67.96,75,52,22.46
380,Wasilla,few clouds,61.5814,-149.4394,45.75,73,11,1.01
381,Putina,few clouds,-15.4667,-69.4333,51.03,48,11,7.11
382,Pangody,overcast clouds,65.85,74.4859,39.49,90,99,12.75
383,Valdez,broken clouds,1.2492,-78.9831,79.14,79,55,10.11
384,Ribeira Grande,scattered clouds,38.5167,-28.7,72.0,64,40,10.36
385,Qasigiannguit,scattered clouds,68.8193,-51.1922,24.62,56,28,1.41
386,Santa Isabel,clear sky,-23.3156,-46.2214,88.9,32,8,6.08
387,Bonthe,light rain,7.5264,-12.505,79.5,82,100,5.19
388,Camabatela,overcast clouds,-8.1881,15.375,73.71,58,94,3.0
389,Vikesa,overcast clouds,58.6376,6.0913,56.19,64,99,13.18
390,Boone,scattered clouds,39.0334,-92.3335,86.79,63,45,1.99
391,Alofi,light rain,-19.0595,-169.9187,75.09,94,30,3.44
392,Bull Savanna,broken clouds,17.8868,-77.5902,84.67,63,55,8.23
393,Puerto Leguizamo,scattered clouds,-0.1934,-74.7819,93.94,41,45,1.01
394,Batemans Bay,clear sky,-35.7167,150.1833,58.19,60,0,7.58
395,Gander,overcast clouds,48.9682,-54.5906,55.53,100,90,9.22
396,Hasaki,broken clouds,35.7333,140.8333,63.0,69,55,16.58
397,Taltal,overcast clouds,-25.4,-70.4833,61.74,69,92,6.53
398,Klyuchi,broken clouds,52.2667,79.1667,44.06,65,61,11.56
399,Middle Island,scattered clouds,40.8843,-72.9373,76.98,63,33,1.99
400,Mizdah,clear sky,31.4451,12.9801,89.1,14,0,4.79
401,Kavaratti,broken clouds,10.5669,72.642,82.11,77,52,10.04
402,Hermiston,overcast clouds,45.8404,-119.2895,62.13,67,100,4.0
403,Berlevag,overcast clouds,70.8578,29.0864,46.2,72,100,17.07
404,Road Town,scattered clouds,18.4167,-64.6167,87.84,66,40,6.91
405,Comendador,few clouds,18.8775,-71.7028,86.16,53,11,3.74
406,Sabang,light rain,5.8933,95.3214,79.27,83,100,23.29
407,Ust-Omchug,overcast clouds,61.15,149.6333,37.51,83,97,2.73
408,Coahuayana,overcast clouds,18.7333,-103.6833,75.45,95,100,2.13
409,Saint-Pierre,broken clouds,-21.3393,55.4781,67.68,71,75,3.44
410,Carlton,broken clouds,45.2943,-123.1765,59.36,93,75,5.99
411,Palu,overcast clouds,-0.8917,119.8707,75.0,91,93,1.95
412,Namikupa,broken clouds,-10.8333,39.6,71.19,74,70,7.92
413,Noumea,broken clouds,-22.2763,166.4572,60.78,65,61,8.9
414,Mana,overcast clouds,5.6592,-53.7767,84.97,70,90,10.74
415,Tiarei,light rain,-17.5333,-149.3333,73.42,76,47,22.97
416,Byron Bay,clear sky,-28.65,153.6167,62.55,92,9,5.97
417,Tommot,overcast clouds,58.9564,126.2925,35.24,98,88,3.53
418,Bowen,few clouds,-20.0167,148.2333,65.32,80,11,9.8
419,Santa Comba,broken clouds,43.0331,-8.8093,64.54,75,77,6.42
420,Bonavista,overcast clouds,48.6499,-53.1147,60.12,96,100,13.85
421,Nandurbar,scattered clouds,21.3667,74.25,77.09,88,41,11.59
422,Lubao,overcast clouds,14.9167,120.55,78.15,87,100,0.29
423,Salalah,broken clouds,17.0151,54.0924,80.37,83,52,5.7
424,Maneadero,clear sky,31.7167,-116.5667,69.19,59,6,6.96
425,Galion,clear sky,40.7337,-82.7899,84.25,56,0,2.37
426,Guymon,clear sky,36.6828,-101.4816,89.55,29,0,19.89
427,Nicoya,scattered clouds,10.1483,-85.452,85.8,65,25,3.89
428,Bismarck,clear sky,46.8083,-100.7837,78.87,33,1,18.41
429,Huilong,few clouds,31.8111,121.655,75.97,88,23,20.62
430,Zhangjiakou,moderate rain,40.81,114.8794,54.52,94,100,1.3
431,Guanica,clear sky,17.9716,-66.908,89.06,74,7,8.99
432,Burnie,broken clouds,-41.0667,145.9167,45.91,76,69,17.98
433,Haines Junction,overcast clouds,60.7522,-137.5108,41.9,80,99,2.19
434,Sitka,overcast clouds,57.0531,-135.33,53.08,81,92,0.67
435,Shu,clear sky,43.5983,73.7614,64.96,22,9,8.46
436,Naryan-Mar,overcast clouds,67.6713,53.087,38.88,71,100,11.72
437,Maningrida,overcast clouds,-12.0667,134.2667,71.67,76,99,10.09
438,Kulhudhuffushi,broken clouds,6.6221,73.07,82.54,77,69,10.54
439,Flinders,clear sky,-34.5833,150.8552,55.06,74,0,1.01
440,Dunmore Town,overcast clouds,25.5,-76.65,82.94,74,92,7.78
441,Bogotol,overcast clouds,56.2078,89.5342,50.14,60,100,10.4
442,Yar-Sale,light snow,66.8333,70.8333,33.12,97,100,20.85
443,Ucluelet,broken clouds,48.9329,-125.5528,55.09,92,52,7.49
444,Paso De Carrasco,overcast clouds,-34.8603,-56.0522,62.94,91,100,11.81
445,Grand Baie,overcast clouds,-20.0182,57.5802,67.44,68,96,1.99
446,Werota,light rain,11.9167,37.7,64.4,80,38,1.12
447,Gat,clear sky,31.61,34.7642,80.82,100,0,8.41
448,Quatre Cocos,overcast clouds,-20.2078,57.7625,67.08,65,93,15.79
449,Zhezkazgan,few clouds,47.8043,67.7144,48.36,37,22,6.93
450,Grafton,clear sky,42.207,-71.6856,73.47,64,10,1.99
451,Camana,broken clouds,-16.6228,-72.7111,63.91,77,82,9.15
452,Sesvete,clear sky,45.8311,16.1164,67.59,60,0,4.61
453,Barsovo,overcast clouds,61.1667,73.1667,37.53,98,100,7.2
454,Itaituba,broken clouds,-4.2761,-55.9836,96.17,35,58,3.18
455,Jumla,broken clouds,29.2747,82.1838,60.1,93,63,2.06
456,Dunedin,scattered clouds,-45.8742,170.5036,46.8,75,39,4.74
457,Porkhov,overcast clouds,57.765,29.5561,46.29,74,100,12.95
458,Baghramyan,clear sky,40.1934,44.3683,68.79,40,8,4.61
459,Talaya,overcast clouds,61.3833,152.75,39.47,98,100,1.01
460,Malatya,broken clouds,38.5,38.0,73.45,31,75,6.91
461,Sola,light rain,-13.8833,167.55,78.94,78,38,23.76
462,Tilichiki,overcast clouds,60.4667,166.1,41.58,84,100,5.86
463,Shihezi,few clouds,44.3,86.0333,76.59,20,17,4.92
464,Zhireken,few clouds,52.8249,117.3076,40.41,95,15,2.55
465,Horki,overcast clouds,54.2861,30.9842,44.46,96,100,12.82
466,Awjilah,clear sky,29.1081,21.2869,92.75,21,0,9.42
467,Petropavlovka,overcast clouds,50.6114,105.3196,52.93,85,87,2.17
468,Atasu,clear sky,48.6814,71.6433,42.66,49,7,8.7
469,Port Talbot,overcast clouds,51.5924,-3.7802,65.64,63,100,10.83
470,Atambua,broken clouds,-9.1061,124.8925,71.19,80,68,5.86
471,Orange Cove,clear sky,36.6244,-119.3137,74.7,77,1,0.0
472,Cayenne,broken clouds,4.9333,-52.3333,89.64,73,75,5.01
473,Kahului,light rain,20.8947,-156.47,72.97,89,81,13.98
474,Le Port,broken clouds,-20.9373,55.2919,68.0,65,52,7.09
475,Acaponeta,overcast clouds,22.4964,-105.3594,77.79,96,93,3.49
476,Morant Bay,overcast clouds,17.8815,-76.4093,86.67,69,97,7.81
477,San Andres,scattered clouds,12.5847,-81.7006,87.82,74,40,11.5
478,Aberdeen,clear sky,57.1437,-2.0981,62.2,86,0,11.5
479,Boa Vista,overcast clouds,2.8197,-60.6733,84.18,70,90,9.22
480,Okhotsk,light rain,59.3833,143.3,45.14,88,100,11.34
481,Morehead,light rain,37.2711,-87.1764,76.84,90,90,6.91
482,Kupang,broken clouds,-10.1667,123.5833,77.56,77,57,11.45
483,Tsumeb,clear sky,-19.2333,17.7167,86.83,18,0,7.31
484,Itapaci,few clouds,-14.9508,-49.5494,99.14,9,14,5.93
485,Goderich,clear sky,43.7501,-81.7165,73.04,33,0,6.49
486,Motygino,overcast clouds,58.1831,94.7592,46.99,85,100,1.77
487,Broome,scattered clouds,42.2506,-75.833,72.7,57,30,1.99
488,Acapulco,broken clouds,16.8634,-99.8901,84.47,67,56,2.15
489,Takoradi,scattered clouds,4.8845,-1.7554,78.82,81,32,9.4
490,Primo Tapia,clear sky,32.22,-116.9172,71.55,63,2,8.01
491,Storforshei,few clouds,66.4043,14.5233,53.38,54,20,13.8
492,Doctor Juan Leon Mallorquin,broken clouds,-25.4,-55.2667,102.58,19,71,5.93
493,Moerai,overcast clouds,-22.4333,-151.3333,74.01,68,96,15.19
494,Pemangkat,light rain,1.1667,108.9667,79.39,82,99,7.18
495,Sampit,broken clouds,-2.5333,112.95,74.89,90,66,3.76
496,Kovdor,scattered clouds,67.5662,30.4758,35.92,74,34,4.16
497,Lensk,overcast clouds,60.7253,114.9278,44.24,79,100,3.47
498,Bintulu,moderate rain,3.1667,113.0333,77.02,89,100,4.05
499,Namtsy,overcast clouds,62.7161,129.6658,35.71,81,98,13.0
500,Iracoubo,overcast clouds,5.4802,-53.2011,86.27,63,90,9.44
501,Katiola,light rain,8.1333,-5.1,80.73,79,73,3.02
502,Kirkuk,clear sky,35.4681,44.3922,86.38,17,0,6.04
503,Havelock,scattered clouds,34.8791,-76.9013,86.99,72,45,7.0
504,Bichena,broken clouds,10.45,38.2,58.82,72,51,1.68
505,Meulaboh,light rain,4.1363,96.1285,73.06,96,100,4.23
506,Ust-Nera,overcast clouds,64.5667,143.2,33.21,96,100,7.29
507,Nandi,overcast clouds,13.3855,77.6984,78.4,58,99,3.89
508,Nichinan,clear sky,31.6,131.3667,72.34,87,10,6.73
509,Pasighat,clear sky,28.0667,95.3333,76.08,89,1,3.04
510,Buzdyak,broken clouds,54.5833,54.55,37.98,68,67,5.77
511,Tacuarembo,overcast clouds,-31.7333,-55.9833,69.73,80,100,11.18
512,Neuquen,clear sky,-38.9516,-68.0591,64.29,29,0,8.05
513,Namatanai,scattered clouds,-3.6667,152.4333,77.97,81,49,5.64
514,Middletown,clear sky,39.5151,-84.3983,88.25,60,1,5.75
515,Zonguldak,few clouds,41.25,31.8333,60.33,87,22,3.24
516,Batsfjord,clear sky,70.6345,29.7185,46.62,61,0,24.16
517,Bodden Town,broken clouds,19.2833,-81.25,88.99,76,77,11.01
518,Veraval,scattered clouds,20.9,70.3667,80.69,89,32,10.89
519,Muros,scattered clouds,42.7762,-9.0603,68.85,70,40,13.09
520,Ellisras,clear sky,-23.6649,27.7443,68.49,34,0,7.14
521,Puri,overcast clouds,19.8,85.85,79.32,76,100,1.81
522,Mandalgovi,clear sky,45.7625,106.2708,50.77,88,10,9.4
523,Kashi,clear sky,39.4547,75.9797,77.25,17,0,3.78
524,Buala,moderate rain,-8.145,159.5921,79.09,86,99,9.26
525,Sioux Lookout,broken clouds,50.1001,-91.917,76.3,59,79,15.39
526,Tadine,overcast clouds,-21.55,167.8833,67.42,65,95,12.28
527,Nadvoitsy,overcast clouds,63.8667,34.3167,42.76,73,100,7.25
528,Iquitos,broken clouds,-3.7481,-73.2472,96.89,35,76,2.1
529,Karratha,clear sky,-20.7377,116.8463,76.21,40,0,9.55
530,Krasnovishersk,overcast clouds,60.4078,57.082,36.48,80,100,8.9
531,Bonfim,broken clouds,3.0833,-59.95,91.09,49,56,3.4
532,Mareeba,overcast clouds,-17.0,145.4333,66.92,94,100,2.3
533,Cordoba,clear sky,-31.4135,-64.1811,77.85,47,0,8.05
534,Kenai,clear sky,60.5544,-151.2583,41.14,71,8,6.98
535,Sanmenxia,broken clouds,34.7747,111.1814,60.39,95,60,4.34
536,Nuuk,broken clouds,64.1835,-51.7216,41.61,65,75,10.36
537,Mount Gambier,broken clouds,-37.8333,140.7667,48.11,81,75,17.27
538,Hami,clear sky,42.8,93.45,75.51,17,0,4.03
539,Slave Lake,overcast clouds,55.2834,-114.769,46.38,93,90,14.97
540,Saint Anthony,scattered clouds,45.0205,-93.218,85.93,57,40,4.0
541,Amarillo,clear sky,35.222,-101.8313,87.35,43,0,7.0
542,Pulsano,scattered clouds,40.3821,17.3564,82.49,59,33,10.38
543,Palivere,clear sky,58.9664,23.8911,44.62,62,0,9.46
544,Moriyama,broken clouds,35.0667,135.9833,73.6,80,52,0.85
545,Usvyaty,overcast clouds,55.7456,30.7533,39.29,97,100,12.35
546,Manakara,broken clouds,-22.1333,48.0167,66.2,72,76,5.75
547,Bugama,light rain,4.7341,6.8635,81.32,76,94,7.45
548,Voyinka,clear sky,45.8699,33.9914,64.51,76,1,8.34
549,Lyaskelya,overcast clouds,61.7667,31.0167,44.26,61,100,7.52
550,Ust-Kut,broken clouds,56.7938,105.7672,51.6,89,66,1.36
551,Muskegon,clear sky,43.3,-86.1334,81.18,58,1,4.61
552,Fortuna,scattered clouds,40.5982,-124.1573,62.42,70,40,1.99
553,Rangoon,scattered clouds,16.8053,96.1561,80.56,83,40,3.44
554,Inhambane,clear sky,-23.865,35.3833,67.06,62,0,11.3
555,Biak,overcast clouds,-0.9131,122.8766,75.38,83,90,5.59
556,Ler,scattered clouds,8.3018,30.1418,75.83,81,35,1.81
557,Ladario,few clouds,-19.0047,-57.6017,109.51,10,19,9.15
558,Brodokalmak,overcast clouds,55.5748,62.082,41.9,65,100,17.36
559,Ulladulla,clear sky,-35.35,150.4667,54.88,54,0,7.72
560,Ancona,broken clouds,43.55,13.1667,73.35,83,75,4.61
561,Liwale,broken clouds,-9.7667,37.9333,73.58,57,61,4.81
562,Hamilton,overcast clouds,39.1834,-84.5333,88.21,57,100,3.0
563,Gatesville,few clouds,31.4352,-97.7439,91.31,47,20,0.0
564,Umm Kaddadah,few clouds,13.6017,26.6876,91.54,32,15,6.08
565,Saurimo,overcast clouds,-9.6608,20.3916,76.44,53,100,4.99
566,Aswan,clear sky,24.0934,32.907,92.52,14,4,7.38
567,Barreirinhas,few clouds,-2.7469,-42.8264,90.63,45,20,12.64
568,Bay Roberts,light rain,47.5999,-53.2648,63.25,91,100,3.0
569,San Jeronimo,few clouds,-11.9472,-75.2829,63.77,34,20,2.19
570,Coos Bay,overcast clouds,43.3665,-124.2179,62.85,94,90,4.61
571,Helong,overcast clouds,42.5397,128.9972,60.73,67,100,2.19
572,Kudahuvadhoo,overcast clouds,2.6708,72.8944,83.19,76,96,8.16
573,Rajura,overcast clouds,19.7833,79.3667,77.72,85,98,2.3
574,Loiza,scattered clouds,18.4313,-65.8802,89.13,75,28,10.18
575,Ahipara,broken clouds,-35.1667,173.1667,57.24,91,74,11.83
576,Ciudad Del Maiz,few clouds,22.4,-99.6,77.74,47,19,2.04
577,Miramar,overcast clouds,25.9873,-80.2323,92.05,68,90,3.44
578,Tucurui,few clouds,-3.7661,-49.6725,98.83,30,17,3.71
579,Yingcheng,light rain,30.95,113.55,65.82,94,100,4.45
580,Port Moresby,overcast clouds,-9.4431,147.1797,75.38,92,100,7.9
581,Sikonge,broken clouds,-5.6333,32.7667,78.22,17,56,5.41
582,Syamzha,scattered clouds,60.0158,41.0614,33.06,84,47,4.65
583,Mata,clear sky,40.683,-7.4592,77.94,32,5,5.14
584,Pierre,overcast clouds,44.3683,-100.351,90.27,23,88,10.0
585,Parthenay,broken clouds,46.6667,-0.4167,68.92,51,71,10.07
586,Oranjestad,clear sky,12.524,-70.027,82.72,69,6,14.16
587,Usinsk,broken clouds,65.9939,57.5281,35.8,79,80,17.98
588,Huarmey,few clouds,-10.0681,-78.1522,67.17,69,18,11.77
589,Coruripe,broken clouds,-10.1256,-36.1756,81.03,58,55,9.1
590,Challans,overcast clouds,46.8436,-1.8749,69.28,71,85,9.95
591,Manta,broken clouds,-0.95,-80.7333,78.1,70,80,11.56
592,Keetmanshoop,clear sky,-26.5833,18.1333,72.48,13,0,21.32
593,Kristiansund,few clouds,63.1115,7.732,61.45,55,20,5.75
594,Viedma,broken clouds,-40.8135,-62.9967,66.43,48,66,15.08
595,Presidencia Roque Saenz Pena,overcast clouds,-26.7852,-60.4388,105.89,16,88,16.71
596,Konevo,overcast clouds,62.1215,39.3192,40.77,66,99,4.97
597,Riachao Das Neves,scattered clouds,-11.7461,-44.91,98.46,11,33,5.82
598,Balingasay,light rain,16.3573,119.8564,81.91,79,95,2.37
599,Nago,few clouds,26.5881,127.9761,78.87,70,14,1.1
600,Campoverde,clear sky,-8.4753,-74.8058,99.97,30,4,2.55
601,Itoman,few clouds,26.1247,127.6694,78.82,73,20,4.61
602,Agadez,broken clouds,19.75,10.25,94.8,10,83,5.88
603,Argentan,overcast clouds,48.75,-0.0167,65.12,91,100,0.43
604,Rambouillet,overcast clouds,48.5833,1.9167,70.59,85,100,13.31
605,Lahaina,light rain,20.8783,-156.6825,73.96,75,78,9.26
606,Paro,broken clouds,27.4305,89.4133,62.11,92,69,1.12
607,Singkang,overcast clouds,2.1006,102.7994,74.37,95,100,2.82
608,Zhovtneve,overcast clouds,50.6637,24.2492,42.6,93,100,14.09
609,Hambantota,few clouds,6.1241,81.1185,80.8,84,22,13.33
610,Tessalit,clear sky,20.1986,1.0114,104.79,6,1,8.77
611,Golden,clear sky,39.7555,-105.2211,82.67,27,1,1.99
612,Lagoa,few clouds,39.05,-27.9833,68.27,65,17,14.03
613,Whitewater,clear sky,42.8336,-88.7323,87.01,57,0,9.1
614,Shiyan,light rain,32.6475,110.7781,63.64,93,98,5.06
615,Fayaoue,scattered clouds,-20.65,166.5333,70.74,61,42,18.48
616,Gazojak,clear sky,41.1875,61.4036,68.49,20,0,16.04
617,Flin Flon,overcast clouds,54.7682,-101.865,54.43,66,100,7.18
618,Ayan,few clouds,56.45,138.1667,44.49,58,20,12.21
619,Fengrun,light rain,39.8333,118.1167,60.73,94,100,14.05
620,Srandakan,broken clouds,-7.9386,110.2506,75.76,86,61,9.93
621,Vagamo,overcast clouds,61.8751,9.0967,48.97,78,87,6.4
622,Namibe,scattered clouds,-15.1961,12.1522,65.19,75,31,11.56
623,North Bend,overcast clouds,43.4065,-124.2243,60.17,94,90,4.61
624,Hongjiang,moderate rain,27.11,109.9956,72.73,98,100,2.06
625,Roald,broken clouds,62.5833,6.1333,60.33,82,75,6.91
626,Fairbanks,light rain,64.8378,-147.7164,38.1,93,90,5.75
627,North Battleford,broken clouds,52.7834,-108.2847,56.41,50,82,10.98
628,Verkhnevilyuysk,clear sky,63.4453,120.3167,25.74,85,7,3.74
629,Lawton,clear sky,34.6087,-98.3903,90.41,50,1,6.91
630,Pokhara,broken clouds,28.2333,83.9833,71.71,94,56,2.46
631,Nola,clear sky,40.922,14.5329,77.7,55,0,6.67
632,Cermik,clear sky,38.1361,39.4493,78.37,28,2,4.09
633,Axim,few clouds,4.8699,-2.2405,79.18,78,22,7.18
634,Rincon,overcast clouds,32.296,-81.2354,87.85,51,99,10.45
635,Iquique,broken clouds,-20.2208,-70.1431,64.67,68,53,6.91
636,Beringovskiy,overcast clouds,63.05,179.3167,40.1,88,99,7.58
637,Ovruch,overcast clouds,51.3246,28.8035,45.32,92,100,5.57
638,Conceicao Do Araguaia,clear sky,-8.2578,-49.2647,106.57,13,4,3.71
639,Cleburne,clear sky,32.3476,-97.3867,92.79,51,1,4.61
640,El Coco,overcast clouds,8.8703,-79.815,82.26,79,100,7.31
641,Loandjili,broken clouds,-4.7561,11.8578,75.38,71,59,9.51
642,Yala,overcast clouds,6.3333,101.25,74.86,94,100,3.15
643,Necochea,broken clouds,-38.5473,-58.7368,63.72,74,70,16.51
644,Rock Springs,clear sky,41.5875,-109.2029,69.24,38,1,7.0
645,Teruel,clear sky,40.6667,-0.6667,67.96,35,3,8.97
646,Birjand,clear sky,32.8663,59.2211,72.68,21,0,7.63
647,Egvekinot,few clouds,66.3167,-179.1667,21.78,67,16,5.79
648,Saint-Leu,broken clouds,-21.15,55.2833,67.06,64,55,11.32
649,Deputatskiy,overcast clouds,69.3,139.9,16.39,95,99,6.4
650,Vila Do Maio,scattered clouds,15.1333,-23.2167,84.99,83,49,12.62
651,Victor Harbor,broken clouds,-35.5667,138.6167,53.91,72,74,19.66
652,Tsogni,scattered clouds,-2.7942,10.0988,75.78,75,31,9.24
653,Urumqi,clear sky,43.801,87.6005,74.35,29,0,4.47
654,Kargil,clear sky,34.5667,76.1,61.93,49,5,8.01
655,Marzuq,broken clouds,14.4,46.4667,81.32,36,74,1.79
656,Huangnihe,overcast clouds,43.5583,128.0239,55.2,96,100,2.17
657,Cadillac,clear sky,44.2519,-85.4012,76.23,49,1,10.36
658,Kiama,clear sky,-34.6833,150.8667,55.26,74,0,8.9
659,Cabedelo,broken clouds,-6.9811,-34.8339,84.87,62,63,14.92
660,Grand Island,broken clouds,40.925,-98.342,82.62,52,78,5.01
661,Ozernovskiy,light rain,51.5,156.5167,51.21,90,100,9.35
662,Baoro,light rain,5.6667,15.9667,72.07,87,73,3.42
663,Piopio,overcast clouds,-38.4667,175.0167,49.96,97,86,4.92
664,Codajas,few clouds,-3.8367,-62.0569,99.45,35,11,0.72
665,Mamlyutka,overcast clouds,54.9375,68.5394,38.57,74,99,17.07
666,Novopetrovskoye,overcast clouds,55.9928,36.4719,43.72,76,100,13.96
667,Mubende,moderate rain,0.5606,31.39,61.32,98,100,0.85
668,Sahuaripa,few clouds,29.05,-109.2333,87.57,54,15,0.51
669,Abalak,light rain,58.1286,68.5944,35.42,97,100,14.52
670,Hervey Bay,clear sky,-25.2986,152.8535,61.03,75,0,7.47
671,Fredericton,clear sky,45.9454,-66.6656,68.38,51,0,5.99
672,Port Augusta,clear sky,-32.5,137.7667,49.71,70,0,5.61
673,Katherine,few clouds,-14.4667,132.2667,77.32,33,24,4.61
674,Kuruman,few clouds,-27.4524,23.4325,72.99,15,14,14.27
675,Tawang,broken clouds,27.5833,91.8667,55.36,91,70,1.81
676,Vershino-Darasunskiy,scattered clouds,52.35,115.5167,39.38,94,41,3.15
677,Sterling,broken clouds,39.0062,-77.4286,81.28,72,75,1.01
678,Makakilo City,light intensity drizzle,21.3469,-158.0858,73.69,85,90,4.61
679,Chernyshevskiy,overcast clouds,63.0128,112.4714,36.12,73,99,6.06
680,Vanavara,overcast clouds,60.34,102.2797,43.05,80,100,3.33
681,Agua Caliente,overcast clouds,14.8833,-88.8167,75.45,73,97,2.21
682,Bell Ville,overcast clouds,-32.6259,-62.6887,68.76,68,99,8.01
683,Belturbet,broken clouds,54.1,-7.45,57.42,83,51,5.57
684,Curumani,overcast clouds,9.1999,-73.5427,83.84,81,99,2.71
685,Port Hedland,scattered clouds,-20.3167,118.5667,68.05,52,38,3.44
686,Plettenberg Bay,broken clouds,-34.0527,23.3716,57.13,90,51,2.06
687,Ippy,broken clouds,6.2679,21.2247,71.62,95,70,3.24
688,Fort Oglethorpe,moderate rain,34.949,-85.2569,73.96,92,90,3.44
689,Baihar,overcast clouds,22.1,80.55,73.92,92,97,0.85
690,Shirokiy,clear sky,49.758,129.523,41.85,78,0,4.54
691,Felipe Carrillo Puerto,broken clouds,19.5833,-88.05,92.19,45,65,6.38
692,Teacapan,overcast clouds,22.55,-105.75,81.64,84,92,5.97
693,Wajima,overcast clouds,37.4,136.9,70.81,72,92,15.55
694,Kjopsvik,few clouds,68.097,16.3742,51.67,66,19,5.77
695,Thiers,overcast clouds,45.8333,3.5,61.12,98,100,1.43
696,Twin Falls,thunderstorm with light rain,42.3505,-114.6445,46.74,87,75,24.16
697,Loikaw,overcast clouds,19.6742,97.2094,69.08,94,100,3.09
698,Ostersund,broken clouds,63.1792,14.6357,46.85,66,75,10.36
699,Mackenzie,overcast clouds,55.2999,-123.1698,44.02,94,100,4.16
700,Lahij,scattered clouds,13.1667,44.5833,92.19,41,43,2.57
701,Nyurba,clear sky,63.2842,118.3319,26.02,87,4,2.15
702,Camacha,scattered clouds,33.0833,-16.3333,73.53,57,40,12.66
703,Atar,broken clouds,20.5169,-13.0499,97.88,27,74,11.81
704,Biltine,scattered clouds,14.5333,20.9167,93.79,21,30,3.02
705,Odienne,light rain,9.51,-7.5692,81.59,76,51,4.76
706,Inongo,overcast clouds,-1.95,18.2667,69.93,89,100,2.21
707,Kharitonovo,overcast clouds,61.4009,47.4978,38.48,70,100,6.71
708,Monrovia,light rain,6.3005,-10.7969,78.89,82,89,8.79
709,Arlit,few clouds,18.7369,7.3853,103.24,8,23,6.38
710,Shaoyang,light rain,27.2315,111.4525,73.54,92,83,5.12
711,Lorengau,overcast clouds,-2.0226,147.2712,81.32,78,99,7.87
712,Merritt,overcast clouds,50.1123,-120.7942,51.73,73,98,4.21
713,Chulumani,few clouds,-16.4096,-67.5263,82.85,38,22,6.6
714,Whitehorse,overcast clouds,60.7161,-135.0538,41.09,79,86,3.0
715,Myitkyina,scattered clouds,25.3833,97.4,73.11,99,30,1.23
